table_id,platform,banner,category,unweighted_n,effective_n,weighting_deff
T23,TikTok,Education,H.S. graduate or less,619,297.645076952461,2.0796581160953145
T23,TikTok,Region,Northeast,388,180.39945393294133,2.1507825635892925
T23,TikTok,Region,Midwest,482,190.1804519466077,2.5344350329723655
T23,TikTok,Region,South,1221,503.78081121970223,2.423673099108004
T23,TikTok,Region,West,464,209.10032934753107,2.2190304599129442
T23,TikTok,Income,Lower income,834,363.77397618385857,2.2926323887953983
T23,TikTok,Income,Middle income,1152,525.1104198810207,2.1938243012984198
T23,TikTok,Income,Upper income,459,249.8499812629749,1.8371023991268112
T24,TikTok,Total,Total,2555,1079.0500879662468,2.367823355462181
T24,TikTok,Age,18-29,420,243.95653692388137,1.7216181427064905
T24,TikTok,Age,30-49,1192,478.9915284952272,2.4885617575423935
T24,TikTok,Age,50-64,671,383.58504273645,1.7492861432061217
T24,TikTok,Age,65+,264,142.05929472449733,1.8583789291083583
T24,TikTok,Gender,A man,789,318.4709252187867,2.4774632078515926
T24,TikTok,Gender,A woman,1730,766.5631188637224,2.2568265514317747
T24,TikTok,Gender,In some other way,32,17.21921311268522,1.8583892185192785
T24,TikTok,Education,College graduate+,1066,572.2148138500535,1.8629367401860744
T24,TikTok,Education,Some College,863,385.8282755094802,2.2367463837646997
T24,TikTok,Education,H.S. graduate or less,619,297.645076952461,2.0796581160953145
T24,TikTok,Region,Northeast,387,180.09474990975514,2.1488688603855715
T24,TikTok,Region,Midwest,482,190.1804519466077,2.5344350329723655
T24,TikTok,Region,South,1221,504.3858301339496,2.420765864250666
T24,TikTok,Region,West,464,209.10032934753107,2.2190304599129442
T24,TikTok,Income,Lower income,834,363.77890204528256,2.2926013446931157
T24,TikTok,Income,Middle income,1149,523.9255853221015,2.193059534005411
T24,TikTok,Income,Upper income,461,251.4154285785876,1.8336185754642353
T25,TikTok,Total,Total,2555,1078.253537567508,2.369572564319118
T25,TikTok,Age,18-29,419,243.41189727640494,1.7213620397700078
T25,TikTok,Age,30-49,1192,478.9915284952272,2.4885617575423935
T25,TikTok,Age,50-64,671,383.593717578793,1.7492465836909115
T25,TikTok,Age,65+,265,142.19647161911269,1.8636186747996724
T25,TikTok,Gender,A man,788,318.14332866516884,2.476871048361142
T25,TikTok,Gender,A woman,1731,766.1478524065916,2.25935502470268
T25,TikTok,Gender,In some other way,32,17.21921311268522,1.8583892185192785
T25,TikTok,Education,College graduate+,1066,572.2197759361568,1.8629205854621405
T25,TikTok,Education,Some College,864,385.85663093548885,2.2391736482674354
T25,TikTok,Education,H.S. graduate or less,618,297.1031858729145,2.0800854025993134
T25,TikTok,Region,Northeast,387,179.64882167373918,2.1542028296897597
T25,TikTok,Region,Midwest,481,189.82424163324472,2.533922937668465
T25,TikTok,Region,South,1222,504.4104995334533,2.422629983178919
T25,TikTok,Region,West,464,209.10032934753107,2.2190304599129442
T25,TikTok,Income,Lower income,835,363.8884949286287,2.2946589728366455
T25,TikTok,Income,Middle income,1149,523.7079683965635,2.193970818351099
T25,TikTok,Income,Upper income,461,251.4154285785876,1.8336185754642353
T26,TikTok,Total,Total,2552,1077.882781338827,2.367604385358292
T26,TikTok,Age,18-29,420,243.95653692388137,1.7216181427064905
T26,TikTok,Age,30-49,1189,478.0640201362947,2.4871145911817827
T26,TikTok,Age,50-64,669,381.67598477896166,1.7527956347251845
T26,TikTok,Age,65+,266,143.748353260644,1.8504559806517558
T26,TikTok,Gender,A man,787,318.1674208612659,2.473540495974176
T26,TikTok,Gender,A woman,1729,765.6798344074815,2.2581239864283225
T26,TikTok,Gender,In some other way,32,17.21921311268522,1.8583892185192785
T26,TikTok,Education,College graduate+,1066,572.2669830701311,1.8627669104393572
T26,TikTok,Education,Some College,862,385.3927784277528,2.2366791705766067
T26,TikTok,Education,H.S. graduate or less,617,297.03653837782275,2.077185532020953
T26,TikTok,Region,Northeast,387,180.24029182776832,2.1471336740278053
T26,TikTok,Region,Midwest,480,189.50074033668264,2.5329716345550546
T26,TikTok,Region,South,1220,503.8045175301915,2.4215741573355167
T26,TikTok,Region,West,464,209.10032934753107,2.2190304599129442
T26,TikTok,Income,Lower income,833,363.0460100761697,2.2944750166107886
T26,TikTok,Income,Middle income,1148,523.6278546748955,2.1923967370161352
T26,TikTok,Income,Upper income,461,251.4154285785876,1.8336185754642353
T27,TikTok,Total,Total,2555,1078.7845818297876,2.3684061146538817
T27,TikTok,Age,18-29,420,243.95653692388137,1.7216181427064905
T27,TikTok,Age,30-49,1189,477.662006785761,2.4892078145400527
T27,TikTok,Age,50-64,671,383.6078192480929,1.749182280265357
T27,TikTok,Age,65+,267,143.8869573687324,1.8556233649153588
T27,TikTok,Gender,A man,788,318.3729480188405,2.475084660626908
T27,TikTok,Gender,A woman,1731,766.4445899771353,2.258480290208115
T27,TikTok,Gender,In some other way,32,17.21921311268522,1.8583892185192785
T27,TikTok,Education,College graduate+,1066,572.9102624992909,1.860675344424153
T27,TikTok,Education,Some College,864,385.36634746485754,2.2420224435367704
T27,TikTok,Education,H.S. graduate or less,618,297.4676761477409,2.0775366520598455
T27,TikTok,Region,Northeast,388,180.39945393294133,2.1507825635892925
T27,TikTok,Region,Midwest,482,190.1804519466077,2.5344350329723655
T27,TikTok,Region,South,1221,504.0879421641943,2.4221964023933924
T27,TikTok,Region,West,463,208.86883994340738,2.2167021185421865
T27,TikTok,Income,Lower income,832,362.7549119657423,2.2935595702659213
T27,TikTok,Income,Middle income,1152,525.1104198810207,2.1938243012984198
T27,TikTok,Income,Upper income,461,251.4154285785876,1.8336185754642353
T28,TikTok,Total,Total,2553,1078.0083117946965,2.3682563223930053
T28,TikTok,Age,18-29,419,242.99340562802547,1.724326629017273
T28,TikTok,Age,30-49,1191,478.7585493315157,2.487684035434934
T28,TikTok,Age,50-64,669,382.8426094443095,1.7474543937808902
T28,TikTok,Age,65+,266,143.115165639084,1.8586429943477407
T28,TikTok,Gender,A man,788,318.3737212915164,2.4750786490901175
T28,TikTok,Gender,A woman,1729,765.7193841254513,2.2580073534049783
T28,TikTok,Gender,In some other way,32,17.21921311268522,1.8583892185192785
T28,TikTok,Education,College graduate+,1065,572.1013851318139,1.8615581567847816
T28,TikTok,Education,Some College,862,384.8998540647126,2.239543587499187
T28,TikTok,Education,H.S. graduate or less,619,297.645076952461,2.0796581160953145
T28,TikTok,Region,Northeast,387,180.15784276601215,2.1481163076682326
T28,TikTok,Region,Midwest,482,190.1804519466077,2.5344350329723655
T28,TikTok,Region,South,1221,504.4367927677538,2.420521297228525
T28,TikTok,Region,West,462,207.94359215975257,2.221756367683928
T28,TikTok,Income,Lower income,832,362.53266675159136,2.29496560256207
T28,TikTok,Income,Middle income,1150,524.328764984134,2.1932803935233243
T28,TikTok,Income,Upper income,460,251.19678067748566,1.8312336597601508
